S_59_59.jpg,0
T_105_56.jpg,1
S_81_74.jpg,0
T_4_86.jpg,1
S_98_70.jpg,0
S_12_49.jpg,0
T_16_46.jpg,1
S_88_76.jpg,0
S_92_74.jpg,0
S_98_58.jpg,0
T_63_72.jpg,1
T_84_46.jpg,1
S_61_40.jpg,0
S_78_58.jpg,0
T_21_77.jpg,1
S_22_40.jpg,0
S_80_87.jpg,0
S_29_55.jpg,0
S_67_72.jpg,0
S_18_43.jpg,0
T_32_86.jpg,1
T_100_65.jpg,1
T_84_57.jpg,1
S_58_76.jpg,0
S_94_49.jpg,0
S_81_60.jpg,0
S_94_79.jpg,0
S_26_60.jpg,0
S_84_85.jpg,0
S_102_50.jpg,0
S_35_49.jpg,0
S_1_43.jpg,0
S_87_49.jpg,0
S_60_66.jpg,0
S_83_80.jpg,0
S_71_73.jpg,0
T_67_71.jpg,1
S_39_44.jpg,0
S_87_75.jpg,0
S_104_46.jpg,0
T_87_59.jpg,1
S_83_44.jpg,0
T_79_48.jpg,1
S_63_79.jpg,0
S_101_59.jpg,0
T_42_88.jpg,1
S_47_49.jpg,0
S_0_72.jpg,0
T_64_67.jpg,1
S_11_89.jpg,0
S_70_40.jpg,0
T_27_80.jpg,1
S_80_77.jpg,0
S_42_46.jpg,0
S_9_64.jpg,0
T_68_73.jpg,1
S_24_53.jpg,0
T_65_50.jpg,1
S_4_54.jpg,0
S_82_46.jpg,0
S_9_62.jpg,0
T_15_86.jpg,1
S_29_45.jpg,0
T_31_69.jpg,1
T_76_46.jpg,1
S_46_41.jpg,0
S_96_44.jpg,0
S_96_88.jpg,0
T_93_53.jpg,1
T_10_57.jpg,1
T_23_45.jpg,1
T_44_48.jpg,1
T_61_86.jpg,1
T_82_55.jpg,1
T_61_48.jpg,1
T_88_42.jpg,1
S_79_40.jpg,0
T_68_88.jpg,1
S_52_60.jpg,0
T_46_81.jpg,1
T_98_78.jpg,1
T_72_64.jpg,1
S_24_57.jpg,0
T_93_86.jpg,1
S_23_58.jpg,0
S_15_84.jpg,0
S_91_51.jpg,0
T_46_86.jpg,1
S_28_78.jpg,0
S_99_67.jpg,0
S_29_56.jpg,0
S_55_49.jpg,0
